,Condition,Cylinders,Drive,Fuel,Link,Make,Model,Odometer,Paint_color,Price,Size,Title,Title_status,Transmission,Type,Unnamed: 0,VIN,Year,id
38, good, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lgb/cto/d/2012-honda-civic-ex-4-doors/6695579017.html,Honda,Civic,80600, black,5000.0, mid-size,2012 Honda civic EX 4 doors 80K miles automatic moon roof runs great, salvage, automatic, sedan,38.0,,2012,
39, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sfv/cto/d/2008-honda-civic-ex-2-dr/6703879281.html,Honda,Civic,130000, silver,5300.0, compact,"2008 HONDA CIVIC-EX, 2 DR COUPE,SUPER CLEAN ,CLEAN TITLE", clean, automatic, coupe,39.0,,2008,
40, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/wst/cto/d/2013-honda-civic-si-one-owner/6707331977.html,Honda,Civic,46000, blue,14500.0,,2013 Honda Civic SI One Owner Clean Title, clean, manual, sedan,40.0, 2HGFB6E50DH707632,2013,
41, good, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lac/cto/d/2012-honda-civic-ex-4d-sedan/6709141203.html,Honda,Civic,71802, black,9900.0,,"2012 Honda CIVIC EX 4D Sedan *Low 71,802 Miles* Clean Title", clean, automatic, sedan,41.0, 2HGFB2F81CH329899,2012,
42, excellent, 4 cylinders,, hybrid,https://losangeles.craigslist.org/lac/cto/d/2008-honda-civic-hybridclean/6702755786.html,Honda,Civic,126000, grey,5390.0,,2008 HONDA CIVIC HYBRID*CLEAN TITLE*Low Miles*CLEAN CAR FAX, clean, automatic, sedan,42.0, JHMFA36298S006198,2008,
43, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sgv/cto/d/2011-honda-civic-ex-sedan-4d/6685822479.html,Honda,Civic,69366, black,9999.0,,2011 Honda Civic EX Sedan 4D, clean, automatic, sedan,43.0, 2HGFA1F86BH536638,2011,
44, excellent,,, gas,https://losangeles.craigslist.org/sfv/cto/d/2008-honda-civic-ex-4dr-sedan/6705844924.html,Honda,Civic,95000,,7550.0,,2008 Honda Civic EX 4DR Sedan with 91k miles in Excellent Condition, clean, automatic,,44.0,,2008,
45, excellent,,, gas,https://losangeles.craigslist.org/lac/cto/d/2015-honda-civic/6709035907.html,Honda,Civic,22000, blue,10999.0,,"2015 HONDA CIVIC  (2011, 2012,2014,2013)", clean, automatic, hatchback,45.0,,2015,
46, excellent,, fwd, gas,https://losangeles.craigslist.org/lgb/cto/d/excellent-condition-2016/6698504176.html,Honda,Civic,23600, black,17950.0,,Excellent condition 2016 Honda Civic EX-L, clean, automatic,,46.0,,2016,
47, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lac/cto/d/2008-honda-civic-excellent/6683301199.html,Honda,Civic,133121, silver,4900.0, full-size,2008 Honda Civic Excellent Condition, clean, automatic, coupe,47.0,,2008,
48, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lgb/cto/d/2011-honda-civic-ex-sedan/6698118197.html,Honda,Civic,69366, black,9999.0, compact,2011 Honda Civic EX Sedan, clean, automatic, sedan,48.0, 2HGFA1F86BH536638,2011,
49, good, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lgb/cto/d/2009-honda-civic-si-sedan/6708986469.html,Honda,Civic,86000, blue,10500.0, compact,**2009 Honda Civic SI Sedan**, clean, manual, sedan,49.0,,2009,
50, like new, 4 cylinders,, gas,https://losangeles.craigslist.org/lac/cto/d/2012-honda-civic/6708982744.html,Honda,Civic,105000, blue,6700.0,,2012 Honda Civic, clean, automatic,,50.0,,2012,
51, like new, 4 cylinders, rwd, gas,https://losangeles.craigslist.org/lac/cto/d/honda-civic-ex-turbo/6697962784.html,Honda,Civic,9100, grey,14200.0,,Honda Civic EX Turbo Hatchback With Self Driving Honda Sensing, salvage, automatic,,51.0,,2017,
52, excellent, 4 cylinders, fwd, other,https://losangeles.craigslist.org/sfv/cto/d/2014-honda-civic-gx/6708963393.html,Honda,Civic,78326, silver,8050.0, compact,2014 HONDA CIVIC GX, salvage, automatic, sedan,52.0, 19XFB5F5XEE000414,2014,
53, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sgv/cto/d/2012-honda-civic-lx/6701292273.html,Honda,Civic,141200, red,6800.0, compact,2012 Honda Civic LX, clean, automatic, sedan,53.0,,2012,
54, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lac/cto/d/honda-cvic-2010/6708834274.html,Honda,Civic,48535, blue,5800.0, full-size,Honda cívic 2010, salvage, automatic, sedan,54.0,,2010,
55, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lac/cto/d/2010-honda-civic-5499/6708830329.html,Honda,Civic,90500, black,5499.0, compact,2010 Honda Civic $5499, salvage, automatic, sedan,55.0,,2010,
56, excellent, 4 cylinders,, gas,https://losangeles.craigslist.org/sfv/cto/d/2008-honda-civic-cng-salvaged/6699854710.html,Honda,Civic,108000, silver,4999.0, compact,2008 Honda Civic CNG salvaged, salvage, automatic,,56.0,,2008,
57, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lac/cto/d/2015-honda-civic-lx/6698233988.html,Honda,Civic,32000, grey,8900.0, compact,2015 Honda civic lx, salvage, automatic, sedan,57.0,,2015,
58, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sfv/cto/d/honda-civic-si/6708593458.html,Honda,Civic,40000, grey,15000.0, mid-size,Honda Civic si, salvage, manual, coupe,58.0,,2015,
59, excellent, 4 cylinders, fwd, hybrid,https://losangeles.craigslist.org/sgv/cto/d/2008-honda-civic-hybrid/6708583723.html,Honda,Civic,125000, custom,4800.0, mid-size,2008 Honda Civic Hybrid, clean, automatic, sedan,59.0,,2008,
60, good, 6 cylinders, fwd, gas,https://losangeles.craigslist.org/lac/cto/d/2012-honda-civic-exl/6700448155.html,Honda,Civic,62340, blue,10800.0, mid-size,2012 HONDA CIVIC EXL, clean, automatic, sedan,60.0,,2012,
61, good, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/wst/cto/d/2010-honda-civic-lx/6693399605.html,Honda,Civic,142890, grey,4800.0, mid-size,2010 Honda Civic LX-S, clean, manual, sedan,61.0, 2HGFA1E66AH529431,2010,
62, like new, 4 cylinders,, gas,https://losangeles.craigslist.org/sfv/cto/d/2015-honda-civic-low-miles/6706658019.html,Honda,Civic,30986,,10400.0,,2015 HONDA CIVIC (LOW MILES), clean, automatic,,62.0,,2015,
63, good, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sfv/cto/d/2011-honda-civic-ex/6708470775.html,Honda,Civic,113000, white,7300.0,,2011 Honda Civic EX-L, clean, manual,,63.0,,2011,
64, like new, 4 cylinders, fwd, hybrid,https://losangeles.craigslist.org/sfv/cto/d/2012-honda-civic-hybrid-4dr/6708468554.html,Honda,Civic,40000, grey,7400.0, compact,"2012 HONDA CIVIC HYBRID 4DR SEDAN 48MPG 40K MILES, SALVAG", salvage, automatic, sedan,64.0,,2012,
65, excellent, 4 cylinders, fwd, hybrid,https://losangeles.craigslist.org/sgv/cto/d/2012-honda-civic-hybrid-4dr/6701605719.html,Honda,Civic,40000, grey,7400.0, compact,2012 HONDA CIVIC HYBRID 4DR, salvage, automatic, sedan,65.0,,2012,
66, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lgb/cto/d/honda-civic-lx-2016/6708387095.html,Honda,Civic,20000, silver,15000.0, full-size,Honda Civic lx 2016, clean, automatic, sedan,66.0,,2016,
67, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lac/cto/d/2014-honda-civic-coupe-lx/6708386618.html,Honda,Civic,57413, black,9800.0, compact,2014 HONDA CIVIC COUPE LX, clean, automatic, coupe,67.0, 2HGFG3B55EH516682,2014,
68, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/wst/cto/d/2013-honda-civic-lx-4-door/6708348657.html,Honda,Civic,61108, black,9900.0, compact,2013 Honda Civic LX 4-Door Black, clean, automatic, sedan,68.0,,2013,
69, like new, 4 cylinders,, gas,https://losangeles.craigslist.org/lac/cto/d/2008-honda-civic/6708235392.html,Honda,Civic,142925, blue,6999.0,,2008 honda civic, clean, automatic,,69.0, 1HGFA16588L086234,2008,
70, good, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/wst/cto/d/honda-civic-si-mugen/6700091205.html,Honda,Civic,12700, blue,12700.0, mid-size,HONDA CIVIC ****SI**** MUGEN, clean, manual, sedan,70.0, 7xxxxxxx,2008,
71, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lac/cto/d/2010-honda-civic-129k-salvage/6686528409.html,Honda,Civic,129, black,3999.0,,2010 Honda Civic 129k salvage, salvage, automatic, sedan,71.0,,2010,
72, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/wst/cto/d/honda-civic-2011-clean-title/6689977236.html,Honda,Civic,155000, silver,5900.0, compact,Honda civic 2011 clean title, clean, automatic, sedan,72.0,,2011,
73, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lgb/cto/d/2011-honda-civic-lx-4-dr/6702078642.html,Honda,Civic,99000, silver,7700.0,,2011 Honda Civic LX 4 Dr Automatic only 99K miles, clean, automatic, sedan,73.0,,2011,
74, good, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sgv/cto/d/2013-honda-civic-lx-coupe-2d/6689668860.html,Honda,Civic,68000, silver,9000.0, compact,2013 Honda Civic LX Coupe 2D 68k Miles Original Owner Clean Title, clean, automatic, coupe,74.0,,2013,
75, good, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sgv/cto/d/2013-honda-civic-lx-coupe-2d/6692517892.html,Honda,Civic,68000, silver,9000.0, compact,2013 Honda Civic LX Coupe 2D 68k Miles Original Owner Clean Title, clean, automatic, coupe,75.0,,2013,
76, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sfv/cto/d/2017-honda-civic-ex-hatchback/6707680697.html,Honda,Civic,14282, black,21000.0, mid-size,2017 Honda Civic EX Hatchback. TITLE IN HAND! PRICE REDUCED, clean, automatic, hatchback,76.0,,2017,
77, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sfv/cto/d/2017-honda-civic-ex-hatchback/6707677507.html,Honda,Civic,14282, black,21000.0, mid-size,2017 HONDA CIVIC EX HATCHBACK. TITLE IN HAND!!! Price reduced, clean, automatic, hatchback,77.0,,2017,
78, good, 4 cylinders,, gas,https://losangeles.craigslist.org/lac/cto/d/2012-honda-civic/6707669156.html,Honda,Civic,102000, blue,6500.0, mid-size,2012 Honda civic, salvage, automatic, coupe,78.0,,2012,
79, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lac/cto/d/2018-honda-civic-ex-sedan/6682723736.html,Honda,Civic,5090, white,24000.0, compact,2018 Honda Civic EX-T sedan with100k bumper 2 bumper warranty!like new, clean, automatic, sedan,79.0,,2018,
80, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sfv/cto/d/2018-honda-civic-ex-sedan/6682689690.html,Honda,Civic,5090, white,24000.0, compact,2018 Honda Civic EX-T sedan with100k bumper 2 bumper warranty!like new, clean, automatic, sedan,80.0,,2018,
81, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sfv/cto/d/2015-honda-civic-ex-19k-miles/6707527579.html,Honda,Civic,19100, silver,15999.0, mid-size,2015 Honda Civic EX-L 19K miles, clean, automatic, sedan,81.0,,2015,
82, excellent,,, other,https://losangeles.craigslist.org/sfv/cto/d/2012-honda-civic-natural-gas/6707498131.html,Honda,Civic,90000,,7500.0,,2012 Honda Civic Natural Gas, clean, automatic, sedan,82.0,,2012,
83, excellent, 4 cylinders, fwd, other,https://losangeles.craigslist.org/sfv/cto/d/honda-civic-cng-2012/6707366999.html,Honda,Civic,61000, white,10500.0, mid-size,Honda Civic CNG 2012, clean, automatic, sedan,83.0, 19xfb5f52ce000243,2012,
84, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lac/cto/d/2014-honda-civic-si/6682390885.html,Honda,Civic,49432, orange,13500.0, compact,2014 Honda Civic SI, salvage, manual, coupe,84.0,,2014,
85, like new, 4 cylinders,, gas,https://losangeles.craigslist.org/wst/cto/d/2012-honda-civic-ex-w-navi/6700670579.html,Honda,Civic,63,,7990.0,,2012 Honda Civic EX-L W/ Navi - Only 63k Miles 4 DOORS, salvage, automatic,,85.0,,2012,
86, like new, 4 cylinders,, gas,https://losangeles.craigslist.org/sfv/cto/d/2008-honda-civic-lx-coupe/6706734763.html,Honda,Civic,58000, grey,7200.0, compact,2008 Honda Civic LX (coupe), clean, automatic, coupe,86.0,,2009,
87, good, 4 cylinders,, gas,https://losangeles.craigslist.org/lac/cto/d/2008-honda-civic-ex/6706646581.html,Honda,Civic,184000, white,4500.0, compact,2008 Honda Civic EX, clean, manual, sedan,87.0,,2008,
88, excellent, 4 cylinders,, gas,https://losangeles.craigslist.org/lac/cto/d/honda-civic-2010/6691250547.html,Honda,Civic,110000,,4500.0,,Honda civic 2010, salvage, automatic,,88.0,,2010,
89, good, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lgb/cto/d/08-civic-si/6706509590.html,Honda,Civic,217, white,6000.0, sub-compact,08 Civic Si, clean, manual, coupe,89.0,,2008,
90, like new, 4 cylinders,, gas,https://losangeles.craigslist.org/lac/cto/d/2017-handa-civic/6706466485.html,Honda,Civic,12789, blue,13500.0,,2017 HANDA CIVIC, salvage, automatic,,90.0,,2017,
91, excellent, 4 cylinders, fwd, hybrid,https://losangeles.craigslist.org/lac/cto/d/honda-civic-hybrid-2008-no/6696266002.html,Honda,Civic,158000, custom,4300.0, compact,Honda CIVIC HYBRID 2008 NO salvage, clean, automatic, sedan,91.0,,2008,
92, like new,,, gas,https://losangeles.craigslist.org/lac/cto/d/2011-honda-civic-lx-sedan/6704154118.html,Honda,Civic,87000,,7995.0,,"2011 HONDA CIVIC LX SEDAN BLACK 87,000MILES", clean, automatic,,92.0,,2011,
93, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sfv/cto/d/2017-honda-civic-hatchback/6705866323.html,Honda,Civic,32000, black,20000.0, compact,2017 Honda Civic Hatchback Sport (Manual), clean, manual, hatchback,93.0,,2017,
94, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sgv/cto/d/2013-honda-civic-lx/6705789621.html,Honda,Civic,72000, black,7650.0, compact,2013 Honda Civic LX, salvage, automatic, sedan,94.0,,2013,
95, new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lac/cto/d/2018-honda-civic-type/6705708935.html,Honda,Civic,1400, white,43000.0,,2018 Honda Civic Type R, clean, manual, hatchback,95.0,,2018,
96, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/wst/cto/d/2012-civic-honda/6705700224.html,Honda,Civic,89000, custom,9500.0, full-size,2012 Civic Honda, clean, automatic, sedan,96.0, 2HGFB2F96CH567000,2012,
97, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sgv/cto/d/2008-honda-civic-ex/6686703958.html,Honda,Civic,141000, brown,5700.0, mid-size,2008 Honda Civic EX, clean, manual, sedan,97.0,,2008,
98, good, 4 cylinders,, gas,https://losangeles.craigslist.org/sgv/cto/d/honda-civic-ex/6705685163.html,Honda,Civic,98000, silver,8000.0,,Honda Civic EX, clean, automatic,,98.0, Xxxxxxxxxxxx,2012,
99, excellent, 4 cylinders, rwd, hybrid,https://losangeles.craigslist.org/lgb/cto/d/2013-honda-civic-hybrid/6705603846.html,Honda,Civic,155000, white,9800.0, compact,2013 Honda Civic hybrid, clean, automatic, sedan,99.0,,2013,
100, like new, 4 cylinders,, gas,https://losangeles.craigslist.org/lac/cto/d/honda-civic-2017-sport/6705511743.html,Honda,Civic,12836, grey,14998.0,,HONDA CIVIC 2017 SPORT HATCHBACK GRAY AUTO 12xxx miles, clean, automatic, hatchback,100.0,,2017,
101, excellent, 4 cylinders,, other,https://losangeles.craigslist.org/lac/cto/d/honda-civic-gx-2008/6684811139.html,Honda,Civic,50000, white,7300.0, compact,Honda Civic GX 2008, clean, automatic, sedan,101.0,,2008,
102, good, 4 cylinders, rwd, gas,https://losangeles.craigslist.org/lac/cto/d/honda-civic-ex-coupe-2009/6705373405.html,Honda,Civic,121500, grey,4700.0,,Honda civic ex coupe 2009, salvage, automatic, coupe,102.0, 2hgfg12819h532656,2009,
103, excellent, 4 cylinders, rwd, gas,https://losangeles.craigslist.org/sfv/cto/d/2008-honda-civic-cng-salvaged/6681348490.html,Honda,Civic,108000, silver,4999.0, compact,2008 Honda Civic CNG salvaged, salvage, automatic, sedan,103.0,,2008,
104, excellent, 4 cylinders,, gas,https://losangeles.craigslist.org/lgb/cto/d/honda-civic-ex-turbo-2016/6705147463.html,Honda,Civic,28000, silver,11300.0,,HONDA CIVIC EX TURBO 2016, salvage, automatic,,104.0,,2016,
105, good, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lac/cto/d/2015-honda-civic-az/6705065413.html,Honda,Civic,44700, black,7850.0, compact,2015 honda civic AZ, salvage, automatic, sedan,105.0,,2015,
106, good, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sgv/cto/d/2011-honda-civic/6704889079.html,Honda,Civic,141000, red,7100.0, compact,2011 honda civic, clean, automatic, sedan,106.0,,2011,
107, new, 4 cylinders, fwd, hybrid,https://losangeles.craigslist.org/sgv/cto/d/2012-honda-civic-hybrid-4dr/6683450662.html,Honda,Civic,40000, grey,7400.0, compact,"2012 HONDA CIVIC HYBRID 4DR SEDAN 48MPG 40K MILES, SALVAG", salvage, automatic, sedan,107.0,,2012,
108, good, 4 cylinders,, gas,https://losangeles.craigslist.org/lac/cto/d/2013-honda-civic-coupe/6704666331.html,Honda,Civic,73500, grey,6900.0,,2013 Honda Civic coupe salvage tittle, salvage, automatic,,108.0,,2013,
109, like new, 4 cylinders,, gas,https://losangeles.craigslist.org/sgv/cto/d/2015-honda-civic-lx-automatic/6700263949.html,Honda,Civic,43882, blue,7500.0,,2015 Honda Civic lx automatic 4 door, salvage, automatic,,109.0,,2015,
110, good, 4 cylinders,, gas,https://losangeles.craigslist.org/sfv/cto/d/honda-civic-lx-2016/6690393470.html,Honda,Civic,60000, grey,9500.0,,Honda civic lx 2016, rebuilt, automatic,,110.0,,2016,
111, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sfv/cto/d/civic-lx-2016/6690399201.html,Honda,Civic,60000, grey,9500.0, mid-size,Civic lx 2016, rebuilt, automatic, sedan,111.0,,2016,
112, good, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lgb/cto/d/2010-honda-civic/6704178496.html,Honda,Civic,71569, blue,6000.0, mid-size,2010 Honda Civic, clean, automatic, sedan,112.0,,2010,
113, new, 4 cylinders,, gas,https://losangeles.craigslist.org/wst/cto/d/2014-honda-civic-lx-2dr/6704151848.html,Honda,Civic,47000, silver,7400.0,,2014 Honda Civic lx 2dr, salvage, automatic,,113.0,,2014,
114, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lac/cto/d/2008-honda-civic-excellent/6678328861.html,Honda,Civic,137121, silver,5900.0, compact,2008 Honda Civic Excellent Condition, clean, automatic, coupe,114.0,,2008,
115, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sgv/cto/d/2012-honda-civic-ex/6704090023.html,Honda,Civic,97520, grey,6800.0,,2012 HONDA CIVIC EX-L, salvage, automatic, coupe,115.0,,2012,
116, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sgv/cto/d/2010-honda-civic/6704014196.html,Honda,Civic,113000, blue,5300.0, compact,2010 Honda civic, clean, automatic, coupe,116.0,,2010,
117, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lac/cto/d/2012-honda-civic/6703687830.html,Honda,Civic,81000, white,6800.0, compact,2012 Honda Civic, salvage, automatic, sedan,117.0,,2012,
118, good, 4 cylinders,, gas,https://losangeles.craigslist.org/lac/cto/d/honda-civic-2014-salvage/6703448899.html,Honda,Civic,52552, blue,8000.0,,Honda Civic 2014 salvage, salvage, automatic, coupe,118.0,,2014,
119, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/wst/cto/d/2016-honda-civic-ex-w-honda/6703428505.html,Honda,Civic,28065, black,19999.0, compact,2016 Honda Civic EX-L w/ Honda Sensing, clean, automatic, sedan,119.0, 19XFC1F83GE207679,2016,
120, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sgv/cto/d/2012-honda-civic-8500/6701188736.html,Honda,Civic,63000, black,8500.0, compact,2012 Honda Civic $8500, clean, automatic, coupe,120.0,,2012,
121, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sgv/cto/d/2012-honda-civic-8500/6703030515.html,Honda,Civic,63000, black,8500.0, compact,2012 Honda Civic $8500, clean, automatic, coupe,121.0,,2012,
122, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sfv/cto/d/2013-honda-civic-coupe/6702581854.html,Honda,Civic,65000, brown,6300.0, compact,2013 HONDA CIVIC COUPE, salvage, automatic, coupe,122.0,,2013,
123, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/wst/cto/d/2015-honda-civic-lx/6693560795.html,Honda,Civic,35500, grey,13250.0, compact,2015 Honda Civic LX, clean, automatic, sedan,123.0,,2015,
124, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sgv/cto/d/2016-honda-civic-lx-very-good/6697349306.html,Honda,Civic,21000, black,15500.0, mid-size,2016 Honda Civic LX Very Good Condition!, clean, automatic, sedan,124.0, 2hgfc2f51gh56231,2016,
125, good, 4 cylinders, fwd, hybrid,https://losangeles.craigslist.org/lgb/cto/d/2010-honda-civic-hybrid/6702327007.html,Honda,Civic,180000, grey,4500.0, compact,2010 honda civic hybrid, clean, automatic, sedan,125.0,,2010,
126, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sfv/cto/d/2015-honda-civic-lx-low/6687004823.html,Honda,Civic,20700, silver,14100.0, compact,2015 Honda Civic LX - low mileage - great/excellent condition, clean, automatic, sedan,126.0,,2015,
127, good, 4 cylinders,, gas,https://losangeles.craigslist.org/sgv/cto/d/12-honda-civic-exl-azul/6702091609.html,Honda,Civic,62347,,10500.0,,12 HONDA CIVIC EXL AZUL, clean, automatic,,127.0,,2012,
128, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/ant/cto/d/2015-honda-civic-lx-sedan-4d/6680060360.html,Honda,Civic,35351, grey,11950.0, compact,2015 HONDA CIVIC LX SEDAN 4D, clean, automatic, sedan,128.0, 2HGFB2F55FH565479,2015,
129, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lac/cto/d/2008-honda-civic-excellent/6677429337.html,Honda,Civic,133121, silver,5900.0, compact,2008 Honda Civic Excellent Condition Clean, clean, automatic, sedan,129.0,,2008,
130, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lgb/cto/d/2015-honda-civic-lx-4d/6680056644.html,Honda,Civic,35351, grey,11950.0, compact,2015 HONDA CIVIC LX 4D, clean, automatic, sedan,130.0, 2HGFB2F55FH565479,2015,
131, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sgv/cto/d/2015-honda-civic-lx-4d/6680051932.html,Honda,Civic,35351, grey,11950.0, compact,2015 HONDA CIVIC LX 4D, clean, automatic, sedan,131.0, 2HGFB2F55FH565479,2015,
132, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lac/cto/d/2015-honda-civic-lx-sedan-4d/6680048670.html,Honda,Civic,35351, grey,11950.0, compact,2015 HONDA CIVIC LX SEDAN 4D, clean, automatic, sedan,132.0, 2HGFB2F55FH565479,2015,
133, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sfv/cto/d/2015-honda-civic-lx-sedan-4d/6680044157.html,Honda,Civic,35351, grey,11950.0, compact,2015 HONDA CIVIC LX SEDAN 4D, clean, automatic, sedan,133.0, 2HGFB2F55FH565479,2015,
134, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/wst/cto/d/2015-honda-civic-lx-sedan-4d/6680028527.html,Honda,Civic,35351, grey,11950.0, compact,2015 HONDA CIVIC LX SEDAN 4D, clean, automatic, sedan,134.0, 2HGFB2F55FH565479,2015,
135, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lac/cto/d/2013-honda-civic-si-2dr/6690096655.html,Honda,Civic,46, black,14900.0, compact,2013 Honda Civic Si 2Dr 6Spd(One Owner/Immaculate), clean, manual, coupe,135.0,,2013,
136, good, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lac/cto/d/2012-honda-civic-4dr-lx/6679122328.html,Honda,Civic,86500, black,7500.0,,2012 Honda Civic 4dr LX, clean, automatic, sedan,136.0, 19xfb2f5xce344465,2012,
137, good, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/wst/cto/d/clean-title-2012-honda-civic/6700779547.html,Honda,Civic,95900, black,7945.0, compact,CLEAN TITLE 2012 Honda Civic $7495, clean, automatic, coupe,137.0,,2012,
138, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lac/cto/d/2008-honda-civic-excellent/6677426648.html,Honda,Civic,133121, silver,5900.0, compact,2008 Honda Civic Excellent Condition, clean, automatic, coupe,138.0, 2HGFG12688H521568,2008,
139, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/wst/cto/d/2008-honda-civic-sedan/6700278659.html,Honda,Civic,106244,,3800.0, compact,2008 HONDA CIVIC SEDAN, salvage, automatic, sedan,139.0,,2008,
140, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sgv/cto/d/2013-honda-civic-ex/6700172195.html,Honda,Civic,65000, silver,12900.0, mid-size,2013 Honda Civic EX, clean, automatic, sedan,140.0,,2013,
141, new,,, gas,https://losangeles.craigslist.org/lgb/cto/d/honda-civic-si-2018-coupe/6699873592.html,Honda,Civic,8000, black,25500.0,,Honda Civic Si 2018 coupe, clean, manual,,141.0,,2018,
142, excellent, 4 cylinders,, gas,https://losangeles.craigslist.org/sgv/cto/d/2013-honda-civic-sedan-lx-18l/6699848977.html,Honda,Civic,62535, white,8899.0, compact,2013 Honda Civic Sedan LX 1.8L White Low Mile Clean Title, clean, automatic, sedan,142.0,,2012,
143, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sgv/cto/d/2012-honda-civic-4dr-lx/6699798594.html,Honda,Civic,108308, black,8995.0, compact,2012 Honda Civic 4DR LX, clean, automatic, sedan,143.0, 19XFB2F52CE308270,2012,
144, new,,, gas,https://losangeles.craigslist.org/lgb/cto/d/2010-honda-civic-si-modified/6699715319.html,Honda,Civic,1645,,20000.0,,2010 Honda CIVIC SI Modified, clean, manual,,144.0,,2010,
145, good, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lac/cto/d/2013-honda-civic-ex-sedan-4/6699596354.html,Honda,Civic,94664, grey,10500.0, compact,2013 Honda Civic EX Sedan 4 door Automatic, clean, automatic, sedan,145.0, 19XFB2F88DE231674,2013,
146, good, 4 cylinders, rwd, other,https://losangeles.craigslist.org/wst/cto/d/2011-honda-civic-gx-natural/6684778716.html,Honda,Civic,56000, grey,8000.0, compact,2011 HONDA CIVIC GX! Natural gas vehicle (CNG) WITH HOV LANE ACCESS!, clean, automatic, sedan,146.0, 19XFA4F55BE000961,2011,
147, new, 4 cylinders, fwd, hybrid,https://losangeles.craigslist.org/sgv/cto/d/2012-honda-civic-hybrid-4dr/6680859208.html,Honda,Civic,40000, orange,7400.0, mid-size,2012 HONDA CIVIC HYBRID 4DR SEDAN 43MPG 40K, salvage, automatic, sedan,147.0,,2012,
