,Condition,Cylinders,Drive,Fuel,Link,Make,Model,Odometer,Paint_color,Price,Size,Title,Title_status,Transmission,Type,Unnamed: 0,VIN,Year,id
109, excellent, 4 cylinders,, gas,https://losangeles.craigslist.org/wst/cto/d/2008-honda-accord-lx-4d/6701951656.html,Honda,Accord,120000,,6400.0,,2008 Honda Accord LX-P 4D, clean, automatic,,,,2008,109.0
110, excellent, 6 cylinders, fwd, gas,https://losangeles.craigslist.org/lac/cto/d/honda-accord-2014/6701699361.html,Honda,Accord,52000, white,8500.0, compact,Honda Accord 2014, salvage, automatic, sedan,,,2014,110.0
111, good, 4 cylinders,, gas,https://losangeles.craigslist.org/wst/cto/d/2012-honda-accord/6701599822.html,Honda,Accord,110000,,5500.0,,2012 honda accord, salvage, automatic,,,,2012,111.0
112, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lac/cto/d/honda-accord-lx-2015-salvage/6701319431.html,Honda,Accord,55000, grey,11500.0, full-size,Honda accord LX 2015 salvage, salvage, automatic, sedan,, Salvage,2015,112.0
113, excellent, 4 cylinders,, gas,https://losangeles.craigslist.org/lac/cto/d/clean-title-2010-honda-accord/6680754286.html,Honda,Accord,80000, white,8500.0,,CLEAN TITLE 2010 Honda Accord Coupe EX - WHITE and CLEAN!, clean, automatic, coupe,,,2010,113.0
114, excellent,,, gas,https://losangeles.craigslist.org/wst/cto/d/2014-honda-accord-sport-for/6700597344.html,Honda,Accord,55000,,13750.0,,2014 Honda Accord Sport for Sale, clean, automatic,,,,2014,114.0
115, good, 6 cylinders,, gas,https://losangeles.craigslist.org/ant/cto/d/2010-honda-accord-coupe-v6/6700562398.html,Honda,Accord,126000,,8500.0,,2010 Honda accord coupe V6, clean, automatic, coupe,,,2010,115.0
116, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sfv/cto/d/2008-honda-accord-low-mileage/6700248160.html,Honda,Accord,88000, white,6499.0, full-size,"2008 Honda Accord - LOW MILEAGE, LOOKS NEW", clean, automatic, sedan,,,2008,116.0
117, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sfv/cto/d/2012-honda-accord/6679052143.html,Honda,Accord,105000, custom,9000.0, full-size,2012 Honda Accord, lien, automatic, sedan,,,2012,117.0
118, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lac/cto/d/2013-honda-accord-ex/6699787629.html,Honda,Accord,36000, black,14000.0, full-size,2013 Honda Accord EX, salvage, automatic, sedan,,,2013,118.0
119, good,,, gas,https://losangeles.craigslist.org/lgb/cto/d/2010-honda-accord/6692646074.html,Honda,Accord,126800, black,4999.0,,2010 honda accord, clean, automatic,,, 1hgcp2f34aa056185,2010,119.0
120, good,,, gas,https://losangeles.craigslist.org/lgb/cto/d/2010-honda-accord/6692646074.html,Honda,Accord,126800, black,4999.0,,2010 honda accord, clean, automatic,,, 1hgcp2f34aa056185,2010,120.0
121, excellent, 4 cylinders,, gas,https://losangeles.craigslist.org/lac/cto/d/2007-honda-accord-ex/6699654358.html,Honda,Accord,132, silver,4750.0,,2007 Honda Accord EX, clean, automatic,,,,2018,121.0
122, new, 6 cylinders, fwd, gas,https://losangeles.craigslist.org/sfv/cto/d/2018-honda-accord-no-credit/6699551782.html,Honda,Accord,2100, grey,30000.0, full-size,2018 Honda Accord no credit check, clean, automatic, sedan,,,2018,122.0
123, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lac/cto/d/2008-honda-accord-exl/6699463375.html,Honda,Accord,93350, blue,6975.0, mid-size,2008 HONDA ACCORD EXL, clean, automatic, sedan,,,2008,123.0
124, good, 4 cylinders,, gas,https://losangeles.craigslist.org/lac/cto/d/2009-honda-accord-ex/6698784207.html,Honda,Accord,124000,,4900.0,,2009 Honda Accord EX-L, clean, manual,,,,2009,124.0
125, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/wst/cto/d/2012-honda-accord-se-41k-miles/6698771114.html,Honda,Accord,41600, grey,11500.0, full-size,2012 Honda Accord -SE 41K miles, clean, automatic, sedan,, 1HGCP2F67CA054931,2012,125.0
126, good, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sfv/cto/d/2010-honda-accord-lx-sedan-4d/6698180725.html,Honda,Accord,115000, silver,6750.0,,2010 Honda Accord LX Sedan 4D, clean, automatic, sedan,,,2010,126.0
127, like new, 4 cylinders, rwd, gas,https://losangeles.craigslist.org/sgv/cto/d/2012-may-honda-accord-special/6698063603.html,Honda,Accord,55000, black,11499.0, full-size,"2012 May Honda Accord special edition Low Miles, Very well kept - $114", clean, automatic, sedan,,,2012,127.0
128, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sfv/cto/d/2012-may-honda-accord-special/6698024379.html,Honda,Accord,55000, black,11499.0, mid-size,"2012 May Honda Accord special edition Low Miles, Very well kept", clean, automatic, sedan,,,2012,128.0
129, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/wst/cto/d/2015-honda-accord-lx/6673780259.html,Honda,Accord,44000, grey,11500.0, mid-size,2015 Honda Accord LX, salvage, automatic, coupe,,,2015,129.0
130, excellent, 6 cylinders, fwd, gas,https://losangeles.craigslist.org/sgv/cto/d/2008-honda-accord-ex-fully/6680997447.html,Honda,Accord,208000, grey,6500.0, compact,2008 Honda Accord EX fully loaded, clean, automatic,,,,2008,130.0
131, good, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/wst/cto/d/2009-honda-accord-one-owner/6697737228.html,Honda,Accord,113000, grey,6900.0, full-size,"2009 Honda Accord , One Owner, Clean Title - $6900", clean, automatic, sedan,,,2009,131.0
132, new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/wst/cto/d/2018-honda-accord-lx/6692073401.html,Honda,Accord,1030, white,21795.0,,2018 HONDA ACCORD LX, clean, automatic, sedan,, 1HGCV1F15JA156990,2018,132.0
133, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sfv/cto/d/honda-accord-2013-exl-for-sale/6697367128.html,Honda,Accord,52000, green,14500.0, full-size,Honda Accord 2013 EXL for Sale, clean, automatic, sedan,,,2013,133.0
134, good, 6 cylinders,, gas,https://losangeles.craigslist.org/sgv/cto/d/2008-honda-accord/6697097868.html,Honda,Accord,140000, white,6300.0, full-size,2008 HONDA ACCORD, clean, automatic, sedan,,,2008,134.0
135, excellent, 4 cylinders,, gas,https://losangeles.craigslist.org/lac/cto/d/2007-honda-accord-ex/6697058358.html,Honda,Accord,132, silver,4850.0,,2007 Honda Accord EX, clean, automatic,,,,2018,135.0
136, like new, 4 cylinders,, gas,https://losangeles.craigslist.org/wst/cto/d/honda-accord-ex-sedanmiles/6673240719.html,Honda,Accord,56900, black,13400.0,,"Honda Accord EX Sedan (56,900 Miles) Clean Title, Clean Carfax,1 Owner", clean, automatic, sedan,, 1HGCR2F72EA172102,2014,136.0
137, excellent, 4 cylinders,, gas,https://losangeles.craigslist.org/lgb/cto/d/2013-honda-accord-sport/6696256739.html,Honda,Accord,57000, blue,14000.0,,2013 Honda Accord Sport, clean, automatic,,,,2013,137.0
138, good, 6 cylinders, fwd, gas,https://losangeles.craigslist.org/lgb/cto/d/honda-accord-2011-v6-exl-105k/6696103389.html,Honda,Accord,105000, silver,8900.0, mid-size,Honda Accord 2011 v6 exl 105k miles leather seats clean title, clean, automatic, sedan,,,2011,138.0
139, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/ant/cto/d/honda-accordobo/6695724595.html,Honda,Accord,51000, black,13500.0, mid-size,"Honda Accord $13,500 OBO", clean, automatic, coupe,, 1HGCS1B35CA000290,2012,139.0
140, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sfv/cto/d/2013-honda-accord-ex/6695568938.html,Honda,Accord,84000, grey,8000.0, compact,2013 Honda Accord Ex L, salvage, automatic, coupe,,,2013,140.0
141, good, 4 cylinders,, gas,https://losangeles.craigslist.org/sfv/cto/d/2008-honda-accord-lx/6690128097.html,Honda,Accord,63000,,6300.0,,2008 honda accord lx, salvage, automatic,,,,2008,141.0
142, excellent, 6 cylinders, fwd, gas,https://losangeles.craigslist.org/lac/cto/d/2016-honda-accord-touring/6694594162.html,Honda,Accord,21150,,18000.0,,2016 Honda Accord Touring SEDAN, clean, automatic, sedan,,,2016,142.0
143, excellent, 6 cylinders, fwd, gas,https://losangeles.craigslist.org/sgv/cto/d/2009-honda-accord-ex-v6-sedan/6694559918.html,Honda,Accord,194000, black,6500.0, mid-size,2009 Honda Accord EX-L V6 Sedan - Well Maintained, clean, automatic, sedan,,,2009,143.0
144, good, 4 cylinders,, gas,https://losangeles.craigslist.org/lgb/cto/d/2017-honda-accord-sport/6694475098.html,Honda,Accord,10169, white,19800.0, full-size,2017 honda accord sport, clean, automatic, sedan,,,2017,144.0
145, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lgb/cto/d/2017-honda-accord-sport/6694400040.html,Honda,Accord,6464, white,19500.0, full-size,2017 Honda accord sport, clean, automatic, sedan,,,2017,145.0
146, excellent, 4 cylinders,, gas,https://losangeles.craigslist.org/sgv/cto/d/2012-honda-accord-sedan-4/6676179332.html,Honda,Accord,112000, brown,7000.0, full-size,"2012 Honda Accord Sedan (4) door, brown", clean, automatic, sedan,,,2012,146.0
147, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sgv/cto/d/2013-honda-accord-4-door/6693816531.html,Honda,Accord,49500, white,13880.0, mid-size,2013 HONDA ACCORD 4 DOOR WHITE AUTOMATIC, clean, automatic, sedan,, 1HGCR2F51DA245053,2013,147.0
148, like new, 6 cylinders,, gas,https://losangeles.craigslist.org/wst/cto/d/2013-honda-awd-low-miles/6693785943.html,Honda,Accord,32000, black,16000.0,,2013 Honda awd LOW MILES!!, clean, automatic,,,,2013,148.0
149, good, 4 cylinders,, gas,https://losangeles.craigslist.org/lgb/cto/d/2017-honda-accord-sport/6693622954.html,Honda,Accord,10169, white,19800.0, full-size,2017 honda accord sport, clean, automatic, sedan,,,2017,149.0
150, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lgb/cto/d/2017-honda-accord-sport/6693482722.html,Honda,Accord,6464, white,19500.0, full-size,2017 Honda accord sport, clean, automatic, sedan,,,2017,150.0
151, excellent, 4 cylinders, rwd, gas,https://losangeles.craigslist.org/sgv/cto/d/2009-honda-accord-fully/6675772576.html,Honda,Accord,120000, black,7900.0, mid-size,2009 Honda Accord fully loaded great condition just maintained S.clean, clean, automatic, sedan,,,2009,151.0
152, good, 4 cylinders,, gas,https://losangeles.craigslist.org/lgb/cto/d/2017-honda-accord-sport/6692790653.html,Honda,Accord,10169, white,19800.0, full-size,2017 honda accord sport, clean, automatic, sedan,,,2017,152.0
153, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lgb/cto/d/2017-honda-accord-sport/6692702220.html,Honda,Accord,6464, white,19500.0, full-size,2017 Honda accord sport, clean, automatic, sedan,,,2017,153.0
154, good, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/wst/cto/d/2014-honda-accord-exl-clean/6678455131.html,Honda,Accord,100000, grey,8500.0, compact,2014 Honda accord exl clean sporty car, salvage, automatic, coupe,,,2014,154.0
155, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lac/cto/d/2012-honda-accord-ex/6692651722.html,Honda,Accord,73116, white,11900.0, mid-size,2012 HONDA ACCORD EX, clean, automatic, sedan,, 1HGCP2F73CA134655,2012,155.0
156, excellent,, fwd, gas,https://losangeles.craigslist.org/ant/cto/d/honda-accord-2010/6692605409.html,Honda,Accord,109525, black,6100.0, mid-size,Honda Accord 2010, salvage, automatic, coupe,,,2010,156.0
157, excellent, 4 cylinders,, gas,https://losangeles.craigslist.org/sfv/cto/d/2013-honda-accord-lx/6692483019.html,Honda,Accord,51487, black,12300.0, full-size,2013 HONDA ACCORD LX, clean, automatic,,,,2013,157.0
158, excellent, 4 cylinders,, gas,https://losangeles.craigslist.org/sfv/cto/d/2013-honda-accord/6692464479.html,Honda,Accord,51487, black,12500.0, full-size,2013 HONDA ACCORD, clean, automatic,,,,2013,158.0
159, like new, 6 cylinders,, gas,https://losangeles.craigslist.org/lac/cto/d/2015-honda-accord-exl-v6/6674660837.html,Honda,Accord,25000, white,11500.0, full-size,2015 HONDA ACCORD EXL V6, salvage, automatic, sedan,,,2015,159.0
160, excellent, 4 cylinders,, gas,https://losangeles.craigslist.org/sfv/cto/d/2015-honda-accord-coupe/6674435539.html,Honda,Accord,30000,,9500.0,,2015 Honda Accord coupe, salvage, automatic,,,,2015,160.0
161, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lgb/cto/d/2014-honda-accord-ex-navi/6686047631.html,Honda,Accord,19571, black,16900.0, mid-size,2014 Honda Accord EX-L Navi, clean, automatic, sedan,, 1HGCR2F88EA194825,2014,161.0
162, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sfv/cto/d/2014-accord-coupe-2dr-lx/6691330201.html,Honda,Accord,56000, white,12995.0, mid-size,2014 Accord Coupe 2DR LX-S, clean, automatic, coupe,, 1HGCT1b35ea003688,2014,162.0
163, good,,, gas,https://losangeles.craigslist.org/sfv/cto/d/2014-honda-accord-plug-in/6691309610.html,Honda,Accord,99000, white,13900.0,,2014 Honda Accord Plug-in Hybrid, clean, automatic,,, JHMCR5F73EC000972,2014,163.0
164, excellent, 6 cylinders, fwd, gas,https://losangeles.craigslist.org/sgv/cto/d/2014-honda-accord-coupe/6675340333.html,Honda,Accord,89000, white,11995.0, mid-size,2014 Honda Accord coupe, clean, automatic, sedan,,,2014,164.0
165, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/wst/cto/d/2010-honda-accord-lx57k/6690892974.html,Honda,Accord,57208,,10300.0, mid-size,2010 Honda Accord LX_57K miles_Super Clean, clean, automatic, sedan,,,2010,165.0
166, like new, 6 cylinders,, gas,https://losangeles.craigslist.org/wst/cto/d/2015-honda-crosstour-v6-still/6690410580.html,Honda,Accord,37800, grey,21000.0,,2015 Honda Crosstour - V6 - Still under warranty, lien, automatic,,,,2015,166.0
167, excellent,,, gas,https://losangeles.craigslist.org/sfv/cto/d/honda-accord/6689479504.html,Honda,Accord,106000,,5300.0,,Honda accord, salvage, automatic,,,,2009,167.0
168, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/wst/cto/d/honda-accord-2014-aug-car/6689471099.html,Honda,Accord,32200, silver,13700.0,,Honda Accord 2014 Aug car done 32200 miles, clean, automatic, sedan,,,2014,168.0
169, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lgb/cto/d/17-honda-accord-sport/6666735154.html,Honda,Accord,22000, grey,19999.0,,+++'17 HONDA ACCORD SPORT+++, clean, automatic, sedan,,,2017,169.0
170, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lac/cto/d/honda-accord/6689424800.html,Honda,Accord,134, grey,6000.0, mid-size,Honda accord, salvage, automatic, sedan,,,2008,170.0
171, excellent, 6 cylinders, fwd, gas,https://losangeles.craigslist.org/sgv/cto/d/2011-honda-accord-coupe-v6/6689349288.html,Honda,Accord,114230, blue,10700.0, compact,2011 Honda Accord coupe v6, clean, manual, coupe,,,2011,171.0
172, excellent, 4 cylinders, rwd, gas,https://losangeles.craigslist.org/sgv/cto/d/2014-honda-accord-ex/6689305041.html,Honda,Accord,59900, black,14990.0, mid-size,2014 Honda Accord EX, clean, automatic, sedan,, 1HGCR2F79EA150887,2014,172.0
173, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lgb/cto/d/2017-honda-accord-sport/6689206444.html,Honda,Accord,6464, white,19500.0, full-size,2017 Honda accord sport, clean, automatic, sedan,,,2017,173.0
174, like new, 4 cylinders,, gas,https://losangeles.craigslist.org/lac/cto/d/2017-honda-accord-sport/6663213279.html,Honda,Accord,16000, grey,14900.0, full-size,2017 HONDA ACCORD SPORT, salvage, automatic, sedan,,,2017,174.0
175, good, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sfv/cto/d/2010-honda-accors-ex/6688902381.html,Honda,Accord,124000, silver,5500.0, compact,2010 Honda Accors EX, clean, automatic, sedan,,,2010,175.0
176, excellent, 4 cylinders,, gas,https://losangeles.craigslist.org/lgb/cto/d/honda-accord-2016/6688576738.html,Honda,Accord,18, white,13000.0,,Honda Accord 2016, salvage, automatic, sedan,,,2016,176.0
177, good, 4 cylinders,, gas,https://losangeles.craigslist.org/lgb/cto/d/2017-honda-accord-sport/6688352270.html,Honda,Accord,10169, white,19800.0, full-size,2017 honda accord sport, clean, automatic, sedan,,,2017,177.0
178, good, 4 cylinders,, gas,https://losangeles.craigslist.org/sfv/cto/d/honda-accord-2010/6688314285.html,Honda,Accord,89400, white,10800.0,,Honda accord 2010, clean, automatic, sedan,,,2010,178.0
179, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lgb/cto/d/2015-honda-accord/6675634008.html,Honda,Accord,33512, silver,9500.0, full-size,2015 honda accord, salvage, automatic, sedan,,,2015,179.0
180, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lac/cto/d/2012-honda-accord-lx/6688253705.html,Honda,Accord,34600, white,13999.0, mid-size,2012 HONDA ACCORD LX, clean, automatic, sedan,, 1HGCP2F33CA221923,2012,180.0
181, excellent,,, gas,https://losangeles.craigslist.org/lac/cto/d/2015-honda-accord-sport-6spd/6687624602.html,Honda,Accord,63000,,15900.0,,2015 Honda Accord Sport 6spd *Pristine*, clean, manual,,,,2015,181.0
182, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lac/cto/d/2014-honda-accord-lx/6666475569.html,Honda,Accord,52000, silver,13499.0, full-size,2014 Honda Accord LX, clean, automatic, sedan,, 1HGCR2F32EA302571,2014,182.0
183, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/wst/cto/d/honda-accord-ex-sedan/6687452286.html,Honda,Accord,119000, blue,10995.0, full-size,Honda Accord EX Sedan, clean, automatic, sedan,,,2014,183.0
184, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sgv/cto/d/2012-honda-accord-lx-grey/6661672236.html,Honda,Accord,81000, grey,9288.0, full-size,2012 HONDA Accord LX-P (Grey), clean, automatic, sedan,,,2012,184.0
185, good, 4 cylinders,, gas,https://losangeles.craigslist.org/ant/cto/d/2012-honda-accord/6686981843.html,Honda,Accord,128000, silver,6800.0,,2012 honda accord, salvage, automatic,,,,2012,185.0
186, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/wst/cto/d/2008-hondaaccord/6660739899.html,Honda,Accord,79, silver,5300.0, compact,2008 honda.accord, salvage, automatic, sedan,, Pppp,2008,186.0
187, new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lac/cto/d/2016-honda-accord-sport/6675427204.html,Honda,Accord,33000, white,12900.0, compact,2016 HONDA ACCORD SPORT, salvage, manual, sedan,,,2016,187.0
188, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sfv/cto/d/2013-honda-accord-ex-for-sale/6685446640.html,Honda,Accord,35639,,15000.0, full-size,2013 Honda Accord EX-L For Sale, clean, automatic, sedan,,,2013,188.0
189, excellent,,, gas,https://losangeles.craigslist.org/lac/cto/d/2015-honda-accord-sport/6685345284.html,Honda,Accord,65000,,13000.0,,2015 honda accord sport, clean, automatic,,,,2015,189.0
190, good, 6 cylinders, fwd, gas,https://losangeles.craigslist.org/sgv/cto/d/2009-honda-accord-ex-coupe/6660954346.html,Honda,Accord,139587, black,6800.0, mid-size,2009 Honda Accord EX-L Coupe, clean, automatic, coupe,, 1HGCS22869A006349,2009,190.0
191, good, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/wst/cto/d/2016-honda-accord-lx/6684804606.html,Honda,Accord,16300, grey,15500.0, mid-size,2016 Honda Accord lx, clean, automatic, sedan,, 1hgcr2f38ga213834,2016,191.0
0, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lac/cto/d/2013-nissan-altima-sl/6710629865.html,Nissan,Altima,33000, white,8200.0,,2013 nissan altima sl, salvage, automatic,,,,2013,0.0
1, good, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sfv/cto/d/2012-nissan-altima-very-clean/6704188873.html,Nissan,Altima,99742, yellow,8450.0, mid-size,2012 Nissan Altima very clean I would consider taking payments, clean, automatic, sedan,, 1N4AL2AP0CC197828,2012,1.0
2, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lac/cto/d/nissan-altima/6698307880.html,Nissan,Altima,48400, black,9900.0, mid-size,Nissan Altima 2015 2.5 S, clean, automatic, sedan,,,2015,2.0
3, excellent, 4 cylinders,, gas,https://losangeles.craigslist.org/lac/cto/d/2014-nissan-altima-with/6708291807.html,Nissan,Altima,72000, black,9500.0,,2014 Nissan Altima S with backup carmera, clean, automatic,,,,2014,3.0
4, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/ant/cto/d/2014-nissan-altima-25/6710297997.html,Nissan,Altima,55175, brown,9500.0, mid-size,2014 Nissan Altima 2.5 s, clean, automatic, sedan,,,2014,4.0
